tanggal,keterangan,user_id,deskripsi_pekerjaan,divisi_id,jenis_pekerjaan_id,lokasi_id,foto_before,foto_after,tanggal_selesai,lead_time
2025-03-10,Internal,11,Setting laptop baru untuk stokis purwakarta,3.0,8,3,,,2025-03-10,0.0
2025-03-10,Internal,11,Seting laptop baru untuk stokis yang sempat eror ms office nya,3.0,8,3,,,2025-03-10,0.0
2025-03-11,Internal,12,Penambahan fitur di aplikasi poultry pada bagian item ayam karkas menjadi ayam ori dan hot (yg sudah dimarinasi) yang dapat mengurangi stok item ayam karkas (yg belum dimarinasi),20.0,9,3,,,2025-03-11,0.0
2025-03-11,Internal,12,Update/penambahan fitur icon/button copy pada ID di aplikasi IT https://it.dkriuk.com,,9,3,,,2025-03-11,0.0
2025-03-11,Internal,12,Penarikan & pengecekan data CCTV mulai dari jam 05:36 hingga jam 05:38 (pelaku melancarkan aksinya pada unit kendaraan tim ob a.n hardi)  di ruangan CCTV TSP Kemitraan depan,,9,3,,,2025-03-11,0.0
2025-03-11,Internal,12,"Maintenance website dkriuk.com Memastikan bahwa halaman yang menerima traffic tinggi tidak mengalami masalah teknis (misalnya, waktu muat yang lambat atau kesalahan 404).",,9,3,,,2025-03-12,0.0
2025-03-12,Internal,12,Pembuatan data rekap tim produksi di aplikasi poultry,20.0,9,3,,,2025-03-12,0.0
2025-03-12,Internal,12,"Update data mesin, data lokasi serta pembuatan button search lokasi di aplikasi https://it.dkriuk.com",20.0,9,3,,,2025-03-12,0.0
2025-03-12,Internal,12,Pembuatan link zoom untuk meeting permintaan admin head unit bisnis,,9,3,,,2025-03-12,0.0
2025-03-12,Internal,12,Pembuatan akun email baru untuk Admin HU GA adminhuga@dkriuk.com beserta setting outlooknya dilaptop adminnya,,9,3,,,2025-03-12,0.0
2025-03-13,Internal,12,Menghubungkan email adminhuga@dkriuk.com ke gmail agar dapat menerima dan membaca file seperti spreadsheets dll,,9,3,,,2025-03-13,0.0
2025-03-13,Internal,12,Menyiapkan dan menjalankan program DMS dilaptop pak reno untuk akses warehouse bandung,,9,3,,,2025-03-13,0.0
2025-03-13,Internal,12,Menyiapkan dan menjalankan program DMS Warehouse Palembang untuk laptop pak hidayat manager,,9,3,,,2025-03-13,0.0
2025-03-13,Internal,12,Menambahkan stokis indramayu dan Mengaktivasi program untuk PJ SPV & admin gudang berdasarkan permintaan pak budi,,9,3,,,2025-03-13,0.0
2025-03-13,Internal,12,Mengaktivasi program dms dilaptop pic area sumatera 3,,9,3,,,2025-03-13,0.0
2025-03-13,Internal,12,Mengoptimalkan query dan indeks untuk meningkatkan performa database.,,9,3,,,2025-03-13,0.0
2025-03-13,Internal,11,Pengecekan LCD laptop pak hidayat (Manager),,8,3,,,2025-03-13,0.0
2025-03-13,Internal,11,mengkoneksikan laptop ke printer HRD,10.0,8,3,,,2025-03-13,0.0
2025-03-13,Internal,11,aktivasi m.s office di komputer kang fahmi,9.0,8,3,,,2025-03-13,0.0
2025-03-13,Internal,11,perbaikan printer divisi asset,16.0,8,3,,,2025-03-13,0.0
2025-03-13,Internal,11,perbaikan printer divisi RnD & perbaikan laptop kang gilang RnD yang lemot,,8,3,,,2025-03-13,0.0
2025-03-13,Internal,11,perbaikan laptop staff busdev yang microphonenya tidak bisa,13.0,8,3,,,2025-03-13,0.0
2025-03-14,Internal,12,Pendataan program DMS untuk Stokis Bondowoso.,3.0,9,3,,,2025-03-14,0.0
2025-03-14,Internal,12,"Pendataan program DMS untuk stokis parung, target nya launching 25 maret 2025.",3.0,9,3,,,2025-03-14,0.0
2025-03-14,Internal,12,"Pembuatan video tutorial cara penggunaan Aplikasi IT dibuat dalam bentuk 3 video user (yang komplen), pemberi tugas & IT/Teknisi",,9,3,,,2025-03-14,0.0
2025-03-14,Internal,12,Mengirimkan data akses seluruh stokis berdasarkan permintaan pak adi manager,,9,3,,,2025-03-14,0.0
2025-03-14,Internal,11,menyalakan server di HO yang sempat mati,,8,5,,,2025-03-14,0.0
2025-03-14,Internal,11,aktivasi office staff administrasi regional,,8,3,,,2025-03-14,0.0
2025-03-14,Internal,11,setting laptop baru dari asset,16.0,8,3,,,2025-03-14,0.0
2025-03-14,Internal,11,Pengecekan 2 unit laptop tim kemitraan,4.0,8,3,,,2025-03-14,0.0
2025-03-17,Internal,12,Pembuatan stokis bondowoso beserta aksesnya menggunakan harga pulau jawa,3.0,9,3,,,2025-03-17,0.0
2025-03-17,Internal,12,Setting region pada aplikasi DMS yang terkendala pada proses transaksi di laptop SPV Warehouse Bandung,,9,3,,,2025-03-17,0.0
2025-03-17,Internal,12,"Memastikan bahwa halaman yang menerima traffic tinggi tidak mengalami masalah teknis (misalnya, waktu muat yang lambat atau kesalahan 404).",,9,3,,,2025-03-17,0.0
2025-03-17,Internal,12,Pembuatan link zoom hari ini tgl 17/03/2025 untuk admin head unit bisnis,19.0,9,3,,,2025-03-17,0.0
2025-03-17,Internal,11,membuat partisi di laptop staff PO,,8,3,,,2025-03-17,0.0
2025-03-17,Internal,11,aktivasi office laptop stokis karang anyar,3.0,8,3,,,2025-03-17,0.0
2025-03-17,Internal,11,pengecekan usb hub milik pak yana selesai,12.0,8,3,,,2025-03-17,0.0
2025-03-17,Internal,11,mengaktifkan server asset dan aapanel dan membackup database mysql asset yg sempat mati,,8,3,,,2025-03-17,0.0
2025-03-17,Internal,11,Setting printer spv warehouse via remote,,8,3,,,2025-03-17,0.0
2025-03-18,Internal,12,Setting Ruang Penyimpanan atau tambah Disk Space 5 GB dari 50 ke 55GB di aplikasi arsip finance,5.0,9,3,,,2025-03-18,0.0
2025-03-18,Internal,12,Setting akses program di laptop admin warehouse bandung beserta setting printernya via remote ,,9,3,,,2025-03-18,0.0
2025-03-18,Internal,12,Pembuatan link zoom hari ini tgl 18/3/2025 untuk head unit bisnis,19.0,9,3,,,2025-03-18,0.0
2025-03-18,Internal,11,pengecekan laptop stokis citayam dan pembersihan fan laptop citayam,3.0,8,3,,,2025-03-18,0.0
2025-03-18,Internal,11,perbaikan jaringan di server/aplikasi aset yang menyebabkan kendala pada internet,16.0,8,3,,,2025-03-18,0.0
2025-03-18,Internal,11,aktivasi office laptop staff kemitraan jabodetabek,4.0,8,3,,,2025-03-18,0.0
2025-03-18,Internal,11,setting router untuk ruangan IT (tinggal pemasangan oleh tim teknisi),,8,3,,,2025-03-18,0.0
2025-03-18,Internal,11,Pengecekan laptop staff kemitraan yg casing layarnya patah dan performanya lemot dikarenakan usia laptop sudah lebih dari 5tahun,4.0,8,3,,,2025-03-18,0.0
2025-03-18,Internal,11,setting waktu untuk laptop stokis cianjur,3.0,8,3,,,2025-03-18,0.0
2025-03-19,Internal,12,Penambahan Stokis Karanganyar sudah diselesaikan hingga akses manager dan adminnya,3.0,9,3,,,2025-03-19,0.0
2025-03-19,Internal,12,Mengoptimalkan query dan indeks untuk meningkatkan performa database server,,9,3,,,2025-03-19,0.0
2025-03-19,Internal,11,pengecekan type lcd laptop kang putra finance,5.0,8,3,,,2025-03-19,0.0
2025-03-19,Internal,11,install ulang laptop kang ryan dari win 11 ke win 10,,8,3,,,2025-03-19,0.0
2025-03-19,Internal,11,setting laptop baru dari aset,16.0,8,3,,,2025-03-19,0.0
2025-03-20,Internal,12,Pembuatan link zoom untuk meeting pak akbar tgl 20/3/2025,,9,3,,,2025-03-20,0.0
2025-03-20,Internal,12,Pembuatan akun untuk kang badrul diaplikasi aset,16.0,9,3,,,2025-03-20,0.0
2025-03-20,Internal,12,Memastikan sistem DMS berjalan dengan baik,,9,3,,,2025-03-20,0.0
2025-03-20,Internal,11,perbaikan pc kang apri media yang sering ngefreze dan amd error,7.0,8,3,,,2025-03-20,0.0
2025-03-20,Internal,11,perbaikan pc kang maul promosi dengan kendala network error,6.0,8,3,,,2025-03-20,0.0
2025-03-20,Internal,11,Perbaikan pc kang hendar staff promosi yang mengalami network error,6.0,8,3,,,2025-03-20,0.0
2025-03-20,Internal,11,perbaikan wifi security di HO,,8,3,,,2025-03-20,0.0
2025-03-20,Internal,11,penginstallan driver printer untuk laptop kang iqbal,14.0,8,3,,,2025-03-20,0.0
2025-03-21,Internal,12,Pembuatan akses aplikasi Stokis Parung beserta akses manager dan admin atau kasirnya,3.0,9,3,,,2025-03-21,0.0
2025-03-21,Internal,12,Mengirimkan akses Aplikasi lama untuk penilaian ob https://nservis.dkriuk.com/,9.0,9,3,,,2025-03-21,0.0
2025-03-21,Internal,12,"Menyiapkan dan mengirimkan akses untuk stokis Cianjur, Purwakarta, indramayu, Tasikmalaya",3.0,9,3,,,2025-03-21,0.0
2025-03-21,Internal,11,perbaikan fingerprint yang tidak terkoneksi ke internet,10.0,8,3,,,2025-03-21,0.0
2025-03-21,Internal,11,install laptop baru milik pak faris,,8,3,,,2025-03-21,0.0
2025-03-21,Internal,11,setting laptop pak reno yang tidak bisa mendownload,,8,3,,,2025-03-21,0.0
2025-03-21,Internal,11,uninstall opera browser di laptop pak afid,7.0,8,3,,,2025-03-21,0.0
2025-03-21,Internal,11,install ulang pc kang apri,7.0,8,3,,,2025-03-21,0.0
2025-03-21,Internal,11,Pemasangan RAM  di laptop kang surya,4.0,8,3,,,2025-03-21,0.0
2025-03-24,Internal,12,Kordinasi dengan pak budi manager warehouse,,8,3,,,2025-03-24,
2025-03-24,Internal,12,Kordinasi dengan PIC Warehouse Sumatera,,8,3,,,,
2025-03-24,Internal,12,Kordinasi dengan Tim Stock Accounting,,8,3,,,2025-03-24,
2025-03-24,Internal,12,Kordinasi dengan Head Unit GA & Asisten Dirut,12.0,8,3,,,2025-03-24,
2025-03-24,Internal,12,Maintenance & monitoring traffic website dkriuk,,9,3,,,2025-03-24,
2025-03-24,Internal,12,Maintenance & monitoring database server dkriuk,,9,3,,,2025-03-24,
2025-03-24,Internal,12,Maintenance & monitoring program dms ,,9,3,,,2025-03-24,
2025-03-24,Internal,12,Buat laporan bulan maret 2025,,8,3,,,,
2025-03-24,Internal,12,Update data Spreadsheets,,8,3,,,2025-03-24,
2025-03-24,Internal,11,Pengecekan Fingerprint,10.0,8,3,,,2025-03-24,
2025-03-24,Internal,11,Pngecekan laptop poultry,20.0,8,3,,,2025-03-24,
2025-03-24,Internal,11,Pengecekan laptop stokis,3.0,8,3,,,2025-03-24,
2025-03-24,Internal,11,Pengecekan laptop pak dirut ,12.0,8,3,,,2025-03-24,
2025-03-24,Internal,11,Mengembalikan laptop kemitraan & stokis,3.0,8,3,,,2025-03-24,
2025-03-25,Internal,12,Kordinasi dengan HeadUnit GA (Pak faris) & tim service (Kang Alfian & Kang Badrul),9.0,8,3,,,,
2025-03-25,Internal,12,Kordinasi dengan Kang Badrul (SPV Aset/Service),16.0,8,3,,,2025-03-25,
2025-03-25,Internal,12,Kordinasi dengan Manager Logistik (Pak Hakim),1.0,8,3,,,2025-03-25,
2025-03-25,Internal,12,Maintenance & monitoring traffic website dkriuk,,9,3,,,2025-03-25,
2025-03-25,Internal,12,Maintenance & monitoring database server dkriuk,,9,3,,,2025-03-25,
2025-03-25,Internal,12,Maintenance & monitoring program dms ,,9,3,,,2025-03-25,
2025-03-25,Internal,12,Buat laporan bulan maret 2025,,8,3,,,2025-03-25,
2025-03-25,Internal,12,Update data Spreadsheets,,8,3,,,2025-03-25,
2025-03-25,Internal,11,Pengecekan printer finance,5.0,8,3,,,2025-03-25,
2025-03-25,Internal,11,Pengecekan printer kang farid hrd,10.0,8,3,,,2025-03-25,
2025-03-25,Internal,11,Perbaikan Kabel lan ,,8,1,,,2025-03-25,
2025-03-25,Internal,11,Pengecekan laptop kemitraan,4.0,8,3,,,2025-03-25,
2025-03-26,Internal,12,Kordinasi dengan Pak Faris (HeadUnit) terkait email domain perusahaan,,8,3,,,2025-03-26,
2025-03-26,Internal,12,Pendampingan karyawan baru a.n fahmi dwi putra,10.0,8,3,,,2025-03-26,
2025-03-26,Internal,12,Maintenance & monitoring traffic website dkriuk,,9,3,,,2025-03-26,
2025-03-26,Internal,12,Maintenance & monitoring database server dkriuk,,9,3,,,2025-03-26,
2025-03-26,Internal,12,Maintenance & monitoring program dms ,,9,3,,,2025-03-26,
2025-03-26,Internal,12,Monitoring grup ,,8,3,,,2025-03-26,
2025-03-26,Internal,12,Kordinasi dengan Manager Area 4,,8,3,,,2025-03-26,
2025-03-26,Internal,12,Update data Spreadsheets,,8,3,,,2025-03-26,
2025-03-26,Internal,11,Pemasangan dvr di gudang baru cibereum,,8,1,,,2025-03-26,
2025-03-27,Internal,12,Kordinasi dengan Tim Pajak RRK,,8,3,,,2025-03-27,
2025-03-27,Internal,12,Kordinasi dengan tim poultry,20.0,8,3,,,2025-03-27,
2025-03-27,Internal,12,Kordinasi dengan SPV Wheat Logistik,1.0,8,3,,,2025-03-27,
2025-03-27,Internal,12,Kordinasi dengan admin warehouse sumatera,,8,3,,,2025-03-27,
2025-03-27,Internal,12,Maintenance & monitoring traffic website dkriuk,,8,3,,,2025-03-27,
2025-03-27,Internal,12,Maintenance & monitoring database server dkriuk,,9,3,,,2025-03-27,
2025-03-27,Internal,12,Maintenance & monitoring program dms ,,9,3,,,2025-03-27,
2025-03-27,Internal,12,Monitoring grup ,,8,3,,,2025-03-27,
2025-03-27,Internal,12,Update data Spreadsheets,,8,3,,,2025-03-27,
2025-03-27,Internal,12,meeting bulanan (maret) 2025,,8,3,,,2025-03-27,
2025-03-27,Internal,14,meeting bulanan (maret) 2025,,8,3,,,2025-03-27,
2025-03-27,Internal,14,Pemasangan dan penarikan kabel lan,,8,3,,,2025-03-27,
2025-03-28,Internal,12,Kordinasi dengan SPV Finance ,5.0,8,3,,,,
2025-03-28,Internal,12,Kordinasi dengan Manager Logistik,1.0,8,3,,,2025-03-28,
2025-03-28,Internal,12,Kordinasi dengan admin stokis lombok,3.0,8,3,,,2025-03-28,
2025-03-28,Internal,12,Kordinasi dengan PIC HR GA Sumatera,10.0,8,3,,,2025-03-28,
2025-03-28,Internal,12,Kordinasi dengan admin media,,8,3,,,2025-03-28,
2025-03-28,Internal,12,Maintenance & monitoring traffic website dkriuk,,8,3,,,2025-03-28,
2025-03-28,Internal,12,Maintenance & monitoring database server dkriuk,,8,3,,,2025-03-28,
2025-03-28,Internal,12,Maintenance & monitoring program dms ,,8,3,,,2025-03-28,
2025-03-28,Internal,12,Monitoring grup ,,8,3,,,2025-03-28,
2025-03-28,Internal,12,Update data Spreadsheets,,8,3,,,2025-03-28,
2025-03-28,Internal,14,Pengecekan dan setting 6 laptop,,8,3,,,2025-03-28,
2025-03-28,Internal,14,pengecekan internet di pc marketing,,8,3,,,2025-03-28,
2025-03-28,Internal,14,aktivasi office stokis lombok,,8,3,,,2025-03-28,
2025-04-08,Internal,12,Kordinasi dengan SPV Finance ,5.0,9,3,,,2025-04-08,
2025-04-08,Internal,12,Kordinasi dengan Manager Logistik,1.0,9,3,,,2025-04-08,
2025-04-08,Internal,12,Kordinasi dengan admin warehouse sumatera,,9,3,,,2025-04-08,
2025-04-08,Internal,12,Kordinasi dengan Manager Legal & Audit,9.0,9,3,,,2025-04-08,
2025-04-08,Internal,12,Kordinasi dengan stokis subang,3.0,9,3,,,2025-04-08,
2025-04-08,Internal,12,Maintenance & monitoring traffic website dkriuk,,9,3,,,2025-04-08,
2025-04-08,Internal,12,Maintenance & monitoring database server dkriuk,,9,3,,,2025-04-08,
2025-04-08,Internal,12,Maintenance & monitoring program dms ,,9,3,,,2025-04-08,
2025-04-08,Internal,12,Monitoring grup ,,9,3,,,2025-04-08,
2025-04-08,Internal,12,Update data Spreadsheets,,9,3,,,2025-04-08,
2025-04-08,Internal,11,Pengecekan laptop asset,16.0,8,3,,,2025-04-08,
2025-04-08,Internal,11,Pengecekan printer RND,,8,3,,,2025-04-08,
2025-04-08,Internal,11,Pengecekan laptop HRD,10.0,8,3,,,2025-04-08,
2025-04-08,Internal,11,Pengecekan 2 unit laptop legal audit,9.0,8,3,,,2025-04-08,
2025-04-08,Internal,11,Pengecekan laptop kang tedy,4.0,8,3,,,2025-04-08,
2025-04-08,Internal,11,Pengecekan PC promosi,6.0,8,3,,,2025-04-08,
2025-04-08,Internal,14,Pengecekan laptop sales,7.0,8,3,,,2025-04-08,
2025-04-08,Internal,14,Pemasangan router,,8,3,,,2025-04-08,
2025-04-08,Internal,14,Pemasangan RJ45,,8,3,,,2025-04-08,
2025-04-08,Internal,14,Pengecekan laptop stokis subang,3.0,8,3,,,2025-04-08,
2025-04-08,Internal,14,Pengecekan lapton kemitraan jateng,4.0,8,3,,,2025-04-08,
2025-04-09,Internal,12,Kordinasi dengan Tim Finance,5.0,9,3,,,2025-04-09,
2025-04-09,Internal,12,Kordinasi dengan Manager Logistik (pak hakim),1.0,9,3,,,2025-04-09,
2025-04-09,Internal,12,Kordinasi dengan PIC Area 1 Sumatera,3.0,9,3,,,2025-04-09,
2025-04-09,Internal,12,Kordinasi dengan pic warehouse & logistik sumatera,,9,3,,,2025-04-09,
2025-04-09,Internal,12,Kordinasi dengan Pic Jabodetabek 3 ,3.0,9,3,,,2025-04-09,
2025-04-09,Internal,12,Maintenance & monitoring traffic website dkriuk,,9,3,,,2025-04-09,
2025-04-09,Internal,12,Maintenance & monitoring database server dkriuk,,9,3,,,2025-04-09,
2025-04-09,Internal,12,Maintenance & monitoring program dms ,,9,3,,,2025-04-09,
2025-04-09,Internal,12,Monitoring grup ,,9,3,,,2025-04-09,
2025-04-09,Internal,12,Update data Spreadsheets,,9,3,,,2025-04-09,
2025-04-09,Internal,11,Pengecekan laptok kang surya,4.0,8,3,,,2025-04-09,
2025-04-09,Internal,11,Pengecekan pc promosi,6.0,8,3,,,2025-04-09,
2025-04-09,Internal,11,Pengecekan wifi yang mati di HO,,8,5,,,2025-04-09,
2025-04-09,Internal,11,Pengecekan laptop HRD,10.0,8,3,,,2025-04-09,
2025-04-09,Internal,11,Pengecekan laptop RND,,8,3,,,2025-04-09,
2025-04-09,Internal,14,Pengecekan server HO,,8,5,,,2025-04-10,
2025-04-09,Internal,14,Pengecekan wifi BRP,5.0,8,14,,,2025-04-10,
2025-04-09,Internal,14,Pengecekan laptop baru ,,8,3,,,2025-04-10,
2025-04-09,Internal,14,Pengcekan wifi,,8,3,,,2025-04-10,
2025-04-09,Internal,14,Pengcekan laptop stokis sumedang,3.0,8,3,,,2025-04-10,
2025-04-10,Internal,12,Kordinasi dengan Manager Finance,5.0,9,3,,,2025-04-10,
2025-04-10,Internal,12,Kordinasi dengan Pak yana,12.0,9,3,,,2025-04-10,
2025-04-10,Internal,12,Kordinasi dengan PIC area Sumatera 1,3.0,9,3,,,2025-04-10,
2025-04-10,Internal,12,Kordinasi dengan Admin Warehouse Sumatera,,9,3,,,2025-04-10,
2025-04-10,Internal,12,Kordinasi dengan SPV Area Jabodetabek 2,3.0,9,3,,,2025-04-10,
2025-04-10,Internal,12,Maintenance & monitoring traffic website dkriuk,,9,3,,,2025-04-10,
2025-04-10,Internal,12,Maintenance & monitoring database server dkriuk,,9,3,,,2025-04-10,
2025-04-10,Internal,12,Maintenance & monitoring program dms ,,9,3,,,2025-04-10,
2025-04-10,Internal,12,Monitoring grup ,,9,3,,,2025-04-10,
2025-04-10,Internal,11,Setting Printer,,8,3,,,2025-04-10,
2025-04-10,Internal,11,pengecekan laptop sales,7.0,8,3,,,2025-04-10,
2025-04-10,Internal,11,pengecekan laptop pak weli,,8,3,,,2025-04-10,
2025-04-10,Internal,14,Update data spreadsheet,,8,3,,,2025-04-10,
2025-04-10,Internal,14,pemindahan pc,9.0,8,3,,,2025-04-10,
2025-04-10,Internal,14,Pengecekan laptop pak romi,2.0,8,3,,,2025-04-10,
2025-04-11,Internal,12,Kordinasi dengan tim sumatera,,9,3,,,2025-04-11,
2025-04-11,Internal,12,Kordinasi dengan SPV Warehouse Bandung,,9,3,,,2025-04-11,
2025-04-11,Internal,12,kordinasi dengan SPV Promosi,6.0,9,3,,,2025-04-11,
2025-04-11,Internal,12,Kordinasi dengan PIC Marketing Sumatera,15.0,9,3,,,2025-04-11,
2025-04-11,Internal,12,Setting laptop asisten direktur produksi,12.0,9,3,,,2025-04-11,
2025-04-11,Internal,12,Maintenance & monitoring traffic website dkriuk,,9,3,,,2025-04-11,
2025-04-11,Internal,12,Maintenance & monitoring database server dkriuk,,9,3,,,2025-04-11,
2025-04-11,Internal,12,Maintenance & monitoring program dms ,,9,3,,,2025-04-11,
2025-04-11,Internal,12,Monitoring grup ,,9,3,,,2025-04-11,
2025-04-11,Internal,14,pengecekan proyektor,,8,3,,,2025-04-11,
2025-04-11,Internal,14,install cctv,5.0,8,3,,,2025-04-11,
2025-04-11,Internal,14,Pengecekan cctv dan monitor,,8,5,,,2025-04-11,
2025-04-11,Internal,14,Pengecekan cctv dan monitor,,8,5,,,2025-04-11,
2025-04-11,Internal,14,Pengecekan cctv dan monitor,,8,5,,,2025-04-11,
2025-04-12,Internal,14,Penginstalan printer,5.0,8,3,,,2025-04-12,
2025-04-12,Internal,14,Pemasangan monitor,,8,5,,,2025-04-12,
2025-04-14,Internal,12,Aplikasi Pemesanan Bahan Baku Mitra,,9,3,,,2025-04-14,
2025-04-14,Internal,12,Kordinasi dengan Manager Regional Sumatera (Pak Bilal),,9,3,,,2025-04-14,
2025-04-14,Internal,12,Kordinasi dengan Manager Legal & Audit,9.0,9,3,,,2025-04-14,
2025-04-14,Internal,12,Kordinasi dengan PIC Security,9.0,9,3,,,2025-04-14,
2025-04-14,Internal,12,Kordinasi SPV Jabodetabek,3.0,9,3,,,2025-04-14,
2025-04-14,Internal,12,Maintenance & monitoring traffic website dkriuk,,9,3,,,2025-04-14,
2025-04-14,Internal,12,Maintenance & monitoring database server dkriuk,,9,3,,,2025-04-14,
2025-04-14,Internal,12,Maintenance & monitoring program dms ,,9,3,,,2025-04-14,
2025-04-14,Internal,12,Monitoring grup ,,9,3,,,2025-04-14,
2025-04-14,Internal,11,Pengecekan laptop manager poultry,2.0,8,5,,,2025-04-14,
2025-04-14,Internal,11,Pengecekan CCTV ,,8,5,,,2025-04-14,
2025-04-14,Internal,11,Pengecekan laptop admin produksi,2.0,8,5,,,2025-04-14,
2025-04-14,Internal,11,Cek Server HO,,8,5,,,2025-04-14,
2025-04-14,Internal,11,Perbaikan laptop citayam,3.0,8,3,,,2025-04-14,
2025-04-14,Internal,11,Perbaikan laptop service,9.0,8,3,,,2025-04-14,
2025-04-14,Internal,14,Pengecekan laptop baru,,8,3,,,2025-04-14,
2025-04-14,Internal,14,Pembuatan aplikasi pemesanan bahan baku,,8,3,,,2025-04-14,
2025-04-14,Internal,14,Pembuatan memo ,,8,3,,,2025-04-14,
2025-04-14,Internal,14,Menyiapkan link pembelian untuk tim sales,15.0,8,3,,,2025-04-14,
2025-04-15,Internal,11,Perbaikan kabel power pc,9.0,8,3,,,2025-04-15,
2025-04-15,Internal,11,Setting printer ,16.0,8,3,,,2025-04-15,
2025-04-15,Internal,11,pengecekan laptop staff mitra,,8,3,,,2025-04-15,
2025-04-15,Internal,11,Setting laptop baru,,8,3,,,2025-04-15,
2025-04-15,Internal,11,Setting printer ,16.0,8,3,,,2025-04-15,
2025-04-15,Internal,14,aktivasi akun,9.0,8,3,,,2025-04-15,
2025-04-15,Internal,14,penyetingan laptop baru,16.0,8,3,,,2025-04-15,
2025-04-15,Internal,14,penginstalan dan aktivasi,,8,3,,,2025-04-15,
2025-04-15,Internal,14,Pembuatan aplikasi pemesanan bahan baku,,9,3,,,,
2025-04-15,Internal,14,Update data spreadseet,,8,3,,,2025-04-15,
2025-04-15,Internal,14,Cek CCTV Baru,,8,3,,,2025-04-15,
2025-04-15,Internal,11,Cek CCTV Baru,,8,3,,,2025-04-15,
